"maTin","loai","tinhThanhPho","diaChi","giaCa","dienTich","ngayDangTin","ngayHetHan","duongpho","matTienM","duongVaoM","soTang","soPhongTam","noiThat","tienIchKemTheo","phapLy","soPhongNgu","dacDiemXaHoi","huongNha","huongBanCong","duAn"
"497765","Nhà riêng","Phương Liên, Đống Đa, Hà Nội","Xã Đàn, Phương Liên, Đống Đa, Hà Nội","3,2 Tỷ","30 m²","06/08/2020","05/10/2020","Xã Đàn","3,8","2","5","4","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ hồng","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Tây-Nam","Tây-Nam",
"497249","Nhà riêng","Xuân La, Tây Hồ, Hà Nội","Xuân La, Xuân La, Tây Hồ, Hà Nội","8,99 Tỷ","78 m²","05/08/2020","19/09/2020","Xuân La","6.5","6","4","4","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"497248","Nhà riêng","Minh Khai, Bắc Từ Liêm, Hà Nội","Cầu Diễn, Minh Khai, Bắc Từ Liêm, Hà Nội","2,5 Tỷ","37 m²","05/08/2020","19/09/2020","Cầu Diễn",,,,,,,,,,,,
"497245","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Hoà Bình 7, Minh Khai, Hai Bà Trưng, Hà Nội","3,1 Tỷ","51 m²","05/08/2020","19/09/2020","Hoà Bình 7",,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt",,,,,,,
"497243","Nhà riêng","Mễ Trì, Nam Từ Liêm, Hà Nội","Mễ Trì, Nam Từ Liêm, Hà Nội","6 Tỷ","45 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"497241","Đất nền dự án","Kim Chung, Hoài Đức, Hà Nội","Kim Chung, Hoài Đức, Hà Nội","1,4 Tỷ","41 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"497239","Biệt thự liền kề","Khương Mai, Thanh Xuân, Hà Nội","Nguyễn Ngọc Nại, Thanh Xuân, Hà Nội","7,48 Tỷ","45 m²","05/08/2020","19/09/2020",,,,"7","6",,,,"4",,,,
"497233","Nhà riêng","Khương Thượng, Đống Đa, Hà Nội","Khương Thượng, Đống Đa, Hà Nội","5 Tỷ","50 m²","05/08/2020","19/09/2020",,,"3","6",,,,"Sổ đỏ","6",,,,
"497232","Nhà riêng","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Tân Mai, Hoàng Mai, Hà Nội","5,7 Tỷ","50 m²","05/08/2020","19/09/2020","Tân Mai","5","8","5","4","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Hệ thống an ninh",,,,"Nam","Nam",
"497231","Nhà riêng","Văn Quán, Hà Đông, Hà Nội","19/5, Văn Quán, Hà Đông, Hà Nội","4,5 Tỷ","55 m²","05/08/2020","19/09/2020","19/5",,,,,,,,,,,,"Khu đô thị Mỗ Lao"
"497230","Nhà riêng","Thanh Xuân Bắc, Thanh Xuân, Hà Nội","Phùng Khoang, Thanh Xuân, Hà Nội","2,55 Tỷ","40 m²","05/08/2020","19/09/2020","Phùng Khoang",,,"5","4",,,,"3",,,,
"497229","Nhà riêng","Trung Liệt, Đống Đa, Hà Nội","Trung Liệt, Trung Liệt, Đống Đa, Hà Nội","4,5 Tỷ","50 m²","05/08/2020","19/09/2020","Trung Liệt",,,"5",,,,"Sổ đỏ",,,,,
"497227","Nhà riêng","Đống Mác, Hai Bà Trưng, Hà Nội","Lò Đúc, Đống Mác, Hai Bà Trưng, Hà Nội","3,4 Tỷ","40 m²","05/08/2020","19/09/2020","Lò Đúc","5.8","3","5","5","Bàn ăn,Sofa phòng khách,Kệ ti vi,Tủ quần áo,Sàn gỗ/đá,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh","Sổ đỏ",,,,,
"497226","Nhà mặt phố","Mai Dịch, Cầu Giấy, Hà Nội","Mai Dịch Cầu Giấy Hà Nội","5 Tỷ","60 m²","05/08/2020","19/09/2020","Trần Vỹ",,,"5","4",,,,"4",,,,
"497225","Nhà mặt phố","Khương Mai, Thanh Xuân, Hà Nội","Hoàng Văn Thái, Khương Mai, Thanh Xuân, Hà Nội","7,5 Tỷ","50 m²","05/08/2020","19/09/2020","Hoàng Văn Thái",,,,,,,,,,,,
"497223","Nhà riêng","Vĩnh Phúc, Ba Đình, Hà Nội","Hoàng Hoa Thám, Vĩnh Phúc, Ba Đình, Hà Nội","4 Tỷ","34 m²","05/08/2020","19/09/2020","Hoàng Hoa Thám",,,,,,,"Sổ đỏ",,,,,
"497222","Nhà riêng","Láng Thượng, Đống Đa, Hà Nội","Nguyễn Chí Thanh, Láng Thượng, Đống Đa, Hà Nội","3,95 Tỷ","48 m²","05/08/2020","19/09/2020","Nguyễn Chí Thanh",,,"3",,,,"Sổ đỏ",,,,,
"497221","Nhà riêng","Đống Đa, Hà Nội","Thái Thịnh - Ngã Tư Sở - Đống Đa - Hà Nội","8,8 Tỷ","70 m²","05/08/2020","19/09/2020","Thái Thịnh",,,"7",,,,,,,,,
"497220","Nhà mặt phố","Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Mỹ Đình Nam Từ Liêm Hà Nội","5 Tỷ","63 m²","05/08/2020","19/09/2020","Mễ Trì",,,"5","4",,,,"4",,,,
"497219","Nhà riêng","Vĩnh Phúc, Ba Đình, Hà Nội","Hoàng Hoa Thám, Vĩnh Phúc, Ba Đình, Hà Nội","3,6 Tỷ","33 m²","05/08/2020","19/09/2020","Hoàng Hoa Thám",,,,,,,"Sổ đỏ",,,,,
"497218","Nhà biệt thự","Liễu Giai, Ba Đình, Hà Nội","Liễu Giai, Ba Đình, Hà Nội","7,45 Tỷ","32 m²","05/08/2020","04/10/2020",,,,"5","4",,,,"4",,,,
"497217","Nhà riêng","Trung Phụng, Đống Đa, Hà Nội","Chợ Khâm Thiên, Trung Phụng, Đống Đa, Hà Nội","2,35 Tỷ","30 m²","05/08/2020","19/09/2020","Chợ Khâm Thiên",,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Hệ thống an ninh","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"497216","Nhà riêng","Khương Mai, Thanh Xuân, Hà Nội","Lê Trọng Tấn, Khương Mai, Thanh Xuân, Hà Nội","4,5 Tỷ","44 m²","05/08/2020","19/09/2020","Lê Trọng Tấn",,,,,,,,,,,,
"497214","Nhà riêng","Khâm Thiên, Đống Đa, Hà Nội","Cầu Giấy, Hà Nội","2,1 Tỷ","25 m²","05/08/2020","19/09/2020","Huỳnh Thúc Kháng",,,"4","4",,,,"3",,,,
"497213","Nhà mặt phố","Trung Văn, Nam Từ Liêm, Hà Nội","Phùng khoang, trung văn, Hà đông, Hà Nội","6,5 Tỷ","60 m²","05/08/2020","19/09/2020","Phùng Khoang",,,"6","5",,,,"6",,,,
"497212","Nhà riêng","Ba Đình, Hà Nội","Ba Đình, Hà Nội","11,8 Triệu/m²","60 m²","05/08/2020","19/09/2020",,"60",,"5","5",,,,"4",,,,
"497211","Nhà riêng","Ô Chợ Dừa, Đống Đa, Hà Nội","Nguyễn Lương Bằng, Ô Chợ Dừa, Đống Đa, Hà Nội","2,39 Tỷ","35 m²","05/08/2020","19/09/2020","Nguyễn Lương Bằng",,,"5",,,,"Sổ hồng",,,,,
"497210","Nhà mặt phố","Phương Liệt, Thanh Xuân, Hà Nội","Trường Chinh, Phương Liệt, Thanh Xuân, Hà Nội","16 Tỷ","45 m²","05/08/2020","19/09/2020","Trường Chinh","5","30","6","6",,,"Sổ đỏ","4",,,,
"497208","Nhà mặt phố","Phương Liệt, Thanh Xuân, Hà Nội","phan đình giót phương liệt thanh xuân hà nội","4,4 Tỷ","49 m²","05/08/2020","19/09/2020","Phan Đình Giót",,,"5","3",,,,"5",,,,
"497207","Nhà riêng","Đống Đa, Hà Nội","Cầu Giấy, Hà Nội","9,5 Tỷ","40 m²","05/08/2020","19/09/2020",,,,"5","6",,,,"3",,,,
"497205","Căn hộ chung cư","Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","tòa N03T1 khu ngoại giao đoàn","3,1 Tỷ","95 m²","05/08/2020","19/09/2020",,,,"5","2",,,,"3",,,,
"497203","Nhà mặt phố","Tương Mai, Hoàng Mai, Hà Nội","Tương Mai, Hoàng Mai, Hà Nội","23,5 Tỷ","64 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"497200","Nhà riêng","Thanh Liệt, Thanh Trì, Hà Nội","Kim Giang, Thanh Liệt, Thanh Trì, Hà Nội","2,8 Tỷ","55 m²","05/08/2020","19/09/2020","Kim Giang",,,,,,"Chỗ để xe máy,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần nhà trẻ,Tiện kinh doanh,Gần chợ",,,
"497199","Nhà riêng","Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm, Hà Nội","13,5 Tỷ","96 m²","05/08/2020","19/09/2020","Lê Đức Thọ","6","4","5",,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ","5","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"497194","Nhà mặt phố","Phương Liệt, Thanh Xuân, Hà Nội","phan đình giót phương liệt thanh xuân hà nội","4,4 Tỷ","49 m²","05/08/2020","19/09/2020","Phan Đình Giót",,,"5","3",,,,"5",,,,
"497193","Nhà riêng","Hai Bà Trưng, Hà Nội","Vĩnh Tuy, Hai Bà Trưng","2,85 Tỷ","38 m²","05/08/2020","19/09/2020","Vĩnh Tuy",,,"4","4",,,,"4",,,,
"497192","Nhà riêng","Hai Bà Trưng, Hà Nội","Vĩnh Tuy, Hai Bà Trưng","2,85 Tỷ","38 m²","05/08/2020","19/09/2020","Vĩnh Tuy",,,"4","4",,,,"4",,,,
"497190","Nhà riêng","Phạm Đình Hổ, Hai Bà Trưng, Hà Nội","Hàn Thuyên, Phạm Đình Hổ, Hai Bà Trưng, Hà Nội","8 Tỷ","35 m²","05/08/2020","19/09/2020","Hàn Thuyên",,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"497187","Nhà riêng","Tương Mai, Hoàng Mai, Hà Nội","Đường Nguyễn Đức Cảnh","2,5 Tỷ","35 m²","05/08/2020","19/09/2020","Nguyễn Đức Cảnh",,,"5","4",,,,"3",,,,
"497186","Nhà riêng","Long Biên, Hà Nội","Long Biên, Hà Nội","2,8 Tỷ","38 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"497185","Nhà riêng","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai","2,8 Tỷ","30 m²","05/08/2020","19/09/2020","Tân Mai",,,"5","4",,,,"3",,,,
"497183","Nhà riêng","Gia Thụy, Long Biên, Hà Nội","Nguyễn Văn Cừ","6,27 Tỷ","66 m²","05/08/2020","19/09/2020","Nguyễn Văn Cừ",,,"1","1",,,,"1",,,,
"497182","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Ngõ 160, Kim Giang, Hoàng Mai, Hà Nội","2,35 Tỷ","25 m²","05/08/2020","19/09/2020","Kim Giang",,,"3","1",,,,"1",,,,
"497181","Nhà riêng","Nghĩa Đô, Cầu Giấy, Hà Nội","Nghĩa Đô, Cầu Giấy, Hà Nội","7 Tỷ","40 m²","05/08/2020","19/09/2020",,"4.6","7.5","5","4","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm",,"Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"497180","Nhà riêng","Đống Đa, Hà Nội","Nguyễn Chí Thanh - Láng Thượng - Đống Đa - Hà Nội","2,6 Tỷ","38 m²","05/08/2020","19/09/2020","Nguyễn Chí Thanh",,,"4","4",,,,"3",,,,
"497176","Nhà riêng","Bạch Đằng, Hai Bà Trưng, Hà Nội","Hương Viên, Bạch Đằng, Hai Bà Trưng, Hà Nội","3,65 Tỷ","35 m²","05/08/2020","19/09/2020","Hương Viên",,,"4",,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Trung tâm thể dục,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"497171","Nhà mặt phố","Láng Hạ, Đống Đa, Hà Nội","Thái Thịnh, Láng Hạ, Đống Đa, Hà Nội","30,5 Tỷ","67 m²","05/08/2020","04/10/2020","Thái Thịnh","9",,,,,,"Sổ đỏ",,,,,
"497169","Nhà mặt phố","Khương Thượng, Đống Đa, Hà Nội","Trường Chinh, Khương Thượng, Đống Đa, Hà Nội","15,5 Tỷ","45 m²","05/08/2020","19/09/2020","Trường Chinh","5",,"6",,,,"Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"497168","Nhà mặt phố","Đống Đa, Hà Nội","Trần Quang Diệu, Đống Đa, Hà nội","8,4 Tỷ","45 m²","05/08/2020","19/09/2020","Trung Liệt",,,"5","4",,,,"5",,,,
"497166","Nhà mặt phố","La Khê, Hà Đông, Hà Nội","Bờ Hội phường la khê hà đông hà nội","2,5 Tỷ","32 m²","05/08/2020","19/09/2020",,,,"4","3",,,,"4",,,,
"497165","Nhà mặt phố","Thụy Khuê, Tây Hồ, Hà Nội","Thụy Khuê, Tây Hồ, Hà Nội","11,8 Tỷ","38 m²","05/08/2020","19/09/2020",,,,,,,,"Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"497162","Nhà mặt phố","Đống Đa, Hà Nội","Trung Liệt, Đống Đa, Hà nội","8,4 Tỷ","45 m²","05/08/2020","19/09/2020","Trung Liệt",,,"5","4",,,,"5",,,,
"497158","Nhà riêng","Vĩnh Phúc, Ba Đình, Hà Nội","Vĩnh Phúc, Vĩnh Phúc, Ba Đình, Hà Nội","2,75 Tỷ","31 m²","05/08/2020","19/09/2020","Vĩnh Phúc",,,,,,,"Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"497155","Nhà mặt phố","Ngọc Thụy, Long Biên, Hà Nội","Ngọc Thụy, Ngọc Thụy, Long Biên, Hà Nội","4,3 Tỷ","45 m²","05/08/2020","19/09/2020","Ngọc Thụy","5","10","5",,,,"Sổ đỏ","6",,,,
"497152","Đất nền khu dân cư","Long Biên, Hà Nội","Long Biên, Hà Nội","2,34 Tỷ","30 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"497148","Nhà riêng","Đức Thắng, Bắc Từ Liêm, Hà Nội","Lê Văn Hiến, Đức Thắng, Bắc Từ Liêm, Hà Nội","65 Triệu/m²","52 m²","05/08/2020","19/09/2020","Lê Văn Hiến","3","3","2","2","Giường ngủ,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Bồn rửa mặt","Chỗ để xe máy,Truyền hình cáp,Internet","Sổ đỏ","2","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"497146","Nhà riêng","La Khê, Hà Đông, Hà Nội","Phan Đình Giót, La Khê, Hà Đông, Hà Nội","24 Tỷ","35 m²","05/08/2020","20/08/2020","Phan Đình Giót","3.5","3","4","3","Tủ bếp,Bồn rửa mặt","Chỗ để xe máy","Sổ hồng","3","Gần trường,Gần nhà trẻ,Khu dân trí cao,Gần chợ","Đông-Nam","Đông-Nam",
"497142","Nhà riêng","Khương Trung, Thanh Xuân, Hà Nội","Khương Trung","7,6 Tỷ","40 m²","05/08/2020","19/09/2020","Khương Trung",,,"5","4",,,,"4",,,,
"497134","Nhà riêng","Thanh Xuân Nam, Thanh Xuân, Hà Nội","Triều Khúc, Thanh Xuân, Hà Nội","2,3 Tỷ","32 m²","05/08/2020","19/09/2020","Triều Khúc",,,"6","5",,,,"4",,,,
"497133","Đất nền khu dân cư","Trâu Quỳ, Gia Lâm, Hà Nội","Kiên Thành, Trâu Quỳ, Gia Lâm, Hà Nội","1,65 Tỷ","50 m²","05/08/2020","04/10/2020","Kiên Thành","4",,,,,,,,,,,
"497131","Nhà mặt phố","Thổ Quan, Đống Đa, Hà Nội","Đê La Thành, Thổ Quan, Đống Đa, Hà Nội","5,3 Tỷ","45 m²","05/08/2020","19/09/2020","Đê La Thành",,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"497130","Nhà riêng","Thanh Xuân, Hà Nội","Thanh Xuân, Hà Nội","2,8 Tỷ","33 m²","05/08/2020","19/09/2020",,"3,5","3","4",,,,,"4",,,,
"497128","Căn hộ Cao cấp","Nam Từ Liêm, Hà Nội","Nam Từ Liêm, Hà Nội","1,9 Tỷ","54 m²","05/08/2020","19/09/2020",,,,,,,,"Sổ hồng",,,,,
"497127","Nhà riêng","Thanh Nhàn, Hai Bà Trưng, Hà Nội","Thanh Nhàn, Thanh Nhàn, Hai Bà Trưng, Hà Nội","2,6 Tỷ","34 m²","05/08/2020","19/09/2020","Thanh Nhàn",,,"4","3",,,,"2",,,,
"497124","Nhà riêng","Hà Đông, Hà Nội","Lê Trọng Tấn, Hà Đông, Hà Nội","2,08 Tỷ","35 m²","05/08/2020","19/09/2020","Lê Trọng Tấn",,,"5","4",,,,"3",,,,
"497123","Nhà riêng","Nam Từ Liêm, Hà Nội","Nam Từ Liêm, Hà Nội","4,9 Tỷ","55 m²","05/08/2020","19/09/2020",,,,"5",,,,,"4",,,,
"497122","Nhà phố Shophouse","Đại Kim, Hoàng Mai, Hà Nội","Nguyễn Xiển, Đại Kim, Hoàng Mai, Hà Nội","17,5 Tỷ","75 m²","05/08/2020","19/09/2020","Nguyễn Xiển",,,"5","6","Sàn gỗ/đá,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ hồng","5","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Gần chợ","Tây-Bắc","Tây-Bắc","The Manor Central Park"
"497117","Căn hộ Cao cấp","Phú Thượng, Tây Hồ, Hà Nội","Phú Thượng, Tây Hồ, Hà Nội","3 Tỷ","94 m²","05/08/2020","04/10/2020",,,,,"2",,,,"3",,,,"Chung cư Sunshine Riverside"
"497113","Nhà riêng","Đống Đa, Hà Nội","lê duẩn, trung phụng, đống đa , hà nội","4,3001 Tỷ","61 m²","05/08/2020","19/09/2020","Lê Duẩn",,,"1","1",,,,"1",,,,
"497112","Nhà mặt phố","Thanh Trì, Hà Nội","đường ngọc hồi","37 Tỷ","47 m²","05/08/2020","19/09/2020","Ngọc Hồi",,,"4","3",,,,"3",,,,
"497111","Nhà riêng","Bạch Mai, Hai Bà Trưng, Hà Nội","Bạch Mai, Bạch Mai, Hai Bà Trưng, Hà Nội","2,7 Tỷ","31 m²","05/08/2020","19/09/2020","Bạch Mai",,,"4","3",,,,"2",,,,
"497109","Nhà riêng","Hà Đông, Hà Nội","Hà Đông, Hà Nội","2,7 Tỷ","39 m²","05/08/2020","20/08/2020",,"5","3","4","3","Tủ bếp,Bồn rửa mặt","Chỗ để xe máy","Sổ hồng","3","Gần trường,Gần nhà trẻ,Gần chợ","Tây-Bắc","Tây-Bắc",
"497107","Nhà riêng","Nghĩa Đô, Cầu Giấy, Hà Nội","Nghĩa Đô, Cầu Giấy, Hà Nội","7 Tỷ","40 m²","05/08/2020","19/09/2020",,"4.6","7.5","5","4","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm",,"Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"497104","Nhà riêng","Đống Đa, Hà Nội","Đống Đa, Hà Nội","1,9 Tỷ","25 m²","05/08/2020","04/10/2020",,,,,,,,,,,,,
"497101","Nhà riêng","Láng Hạ, Đống Đa, Hà Nội","Trúc Khê, Láng Hạ, Đống Đa, Hà Nội","3,4 Tỷ","36 m²","05/08/2020","19/09/2020","Trúc Khê","4","2","5","4","Bàn ăn,Bàn trà,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Truyền hình cáp,Internet","Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"497098","Nhà riêng","Long Biên, Hà Nội","Long Biên, Hà Nội","2,15 Tỷ","51 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"497094","Nhà riêng","Cát Linh, Đống Đa, Hà Nội","Ngõ Cống Trắng, Hà Nội","3,4 Tỷ","43 m²","05/08/2020","19/09/2020",,,,"4","4",,,,"4",,,,
"497093","Nhà riêng","Phương Liệt, Thanh Xuân, Hà Nội","Nguyễn Lân","7,47 Tỷ","40 m²","05/08/2020","19/09/2020",,,,"5","4",,,,"3",,,,
"497091","Căn hộ Cao cấp","Đông Anh, Hà Nội","Đông Hội, Đông Anh, Hà Nội","1,4 Tỷ","85,3 m²","05/08/2020","19/09/2020","Đông Hội",,,,"2","Sàn gỗ/đá,Trần thả,Tủ bếp,Điều hòa,Bồn rửa mặt","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Tây-Bắc",,
"497090","Đất nền khu dân cư","Ngọc Lâm, Long Biên, Hà Nội","Ngọc Lâm, Long Biên, Hà Nội","9,4 Tỷ","200 m²","05/08/2020","19/09/2020",,"11.4","3",,,,,,,,,,
"497087","Nhà mặt phố","Tứ Liên, Tây Hồ, Hà Nội","Hồ Tây","2 Triệu/m²","30 m²","05/08/2020","19/09/2020","Âu Cơ",,,"10","1",,,,"1",,,,
"497082","Nhà riêng","Quang Trung, Hà Đông, Hà Nội","Quang Trung, Hà Đông, Hà Nội","3,35 Tỷ","53 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"497081","Nhà riêng","Đống Đa, Hà Nội","Nguyễn Lương Bằng, Đống Đa, Hà Nội","2,15 Tỷ","34 m²","05/08/2020","19/09/2020","Nguyễn Lương Bằng",,,"5","4",,,,"3",,,,
"497079","Nhà riêng","Thanh Xuân, Hà Nội","định công thượng thanh xuân hà nôi","3,3 Tỷ","40 m²","05/08/2020","19/09/2020","Định Công Thượng",,,"4","3",,,,"4",,,,
"497076","Nhà riêng","Bưởi, Tây Hồ, Hà Nội","Lạc Long Quân, Bưởi, Tây Hồ, Hà Nội","4,1 Tỷ","35 m²","05/08/2020","19/09/2020","Lạc Long Quân",,,"5",,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"497072","Nhà riêng","Tân Triều, Thanh Trì, Hà Nội","Triều Khúc, Tân Triều, Thanh Trì, Hà Nội","2,35 Tỷ","34 m²","05/08/2020","19/09/2020","Triều Khúc",,"3","5","3",,,"Sổ đỏ","4",,"Đông-Bắc","Đông-Bắc",
"497071","Nhà riêng","Hoàng Mai, Hà Nội","Hoàng Mai, Hà Nội","3,25 Tỷ","40 m²","05/08/2020","19/09/2020",,,,,,,,,,,,,
"497065","Nhà riêng","Văn Miếu, Đống Đa, Hà Nội","Ngô Sĩ Liên, Văn Miếu, Đống Đa, Hà Nội","2,75 Tỷ","36 m²","05/08/2020","19/09/2020","Ngô Sĩ Liên","7.6",,"5",,,,"Sổ hồng",,,,,
